title,genre,overview
Dragon Ball Z: Battle of Gods,"['Animation', 'Action', 'Science Fiction']","['events', 'battle', 'gods', 'take', 'place', 'years', 'battle', 'majin', 'buu', 'determined', 'fate', 'entire', 'universe', 'awakening', 'long', 'slumber', 'beerus', 'god', 'destruction', 'visited', 'whis', 'attendant', 'learns', 'galactic', 'overlord', 'frieza', 'defeated', 'super', 'saiyan', 'north', 'quadrant', 'universe', 'named', 'goku', 'also', 'former', 'student', 'north', 'kai', 'ecstatic', 'new', 'challenge', 'goku', 'ignores', 'king', 'kais', 'advice', 'battles', 'beerus', 'easily', 'overwhelmed', 'defeated', 'beerus', 'leaves', 'eerie', 'remark', 'nobody', 'earth', 'worthy', 'destroy', 'lingers', 'heroes', 'stop', 'god', 'destruction', 'lost']"
Barbie Fairytopia: Magic of the Rainbow,"['Animation', 'Family', 'Fantasy', 'Romance']","['elina', 'goes', 'fairy', 'school', 'learn', 'dancing', 'fairy', 'magic', 'spring', 'fairy', 'land', 'soon', 'threatened', 'evil', 'laverna', 'intends', 'prevent', 'fairies', 'performing', 'annual', 'vital', 'rainbow', 'dance', 'elina', 'must', 'stop', 'quarreling', 'fellow', 'students', 'unite', 'save', 'first', 'bud', 'spring']"
Primer,"['Science Fiction', 'Drama', 'Thriller']","['friends', 'fledgling', 'entrepreneurs', 'invent', 'device', 'garage', 'reduces', 'apparent', 'mass', 'object', 'placed', 'inside', 'discover', 'highly', 'unexpected', 'capabilities', 'ones', 'could', 'enable', 'seemingly', 'anything', 'want', 'taking', 'advantage', 'unique', 'opportunity', 'first', 'challenge', 'face', 'dealing', 'consequences', 'next']"
Secretary,"['Comedy', 'Drama', 'Romance']","['young', 'woman', 'recently', 'released', 'mental', 'hospital', 'gets', 'job', 'secretary', 'demanding', 'lawyer', 'employeremployee', 'relationship', 'turns', 'sexual', 'sadomasochistic', 'one']"
The Spy Who Loved Me,"['Adventure', 'Action', 'Thriller']","['russian', 'british', 'submarines', 'nuclear', 'missiles', 'board', 'vanish', 'sight', 'without', 'trace', 'england', 'russia', 'blame', 'james', 'bond', 'tries', 'solve', 'riddle', 'disappearing', 'ships', 'kgb', 'also', 'agent', 'case']"
Level 16,"['Science Fiction', 'Thriller']","['teenage', 'girls', 'vestalis', 'academy', 'meticulously', 'trained', 'art', '“', 'clean', 'girls', '”', 'practicing', 'virtues', 'perfect', 'femininity', 'exactly', 'trained', 'vivien', 'intends', 'find']"
Jersey Boys,"['Music', 'Drama']","['musical', 'biopic', 'four', 'seasons—the', 'rise', 'tough', 'times', 'personal', 'clashes', 'ultimate', 'triumph', 'group', 'friends', 'whose', 'music', 'became', 'symbolic', 'generation', 'far', 'mere', 'tribute', 'concert', 'gets', 'heart', 'relationships', 'centre', 'group', 'special', 'focus', 'frontman', 'frankie', 'valli', 'small', 'kid', 'big', 'falsetto']"
Going Places,"['Comedy', 'Drama']","['two', 'whimsical', 'aimless', 'thugs', 'harass', 'assault', 'women', 'steal', 'murder', 'alternately', 'charm', 'fight', 'sprint', 'way', 'trouble', 'take', 'whatever', 'bourgeoisie', 'holds', 'dear', 'whether', 'it', '’', 's', 'cars', 'peace', 'mind', 'daughters', 'marieange', 'jaded', 'passive', 'hairdresser', 'joins', 'lover', 'cook', 'mother', 'confessor', 'she', '’', 's', 'search', 'seemingly', 'unattainable', 'sexual', 'pleasure']"
No One Will Save You,"['Horror', 'Science Fiction', 'Thriller']","['exiled', 'anxietyridden', 'homebody', 'must', 'battle', 'alien', 'whos', 'found', 'way', 'home']"
The Quake,"['Action', 'Drama', 'Thriller']","['geologist', 'races', 'time', 'save', 'estranged', 'wife', 'two', 'children', 'devastating', 'earthquake', 'strikes', 'oslo', 'norway']"
Tully,"['Comedy', 'Drama']","['marlo', 'mother', 'three', 'including', 'newborn', 'gifted', 'night', 'nanny', 'brother', 'hesitant', 'first', 'quickly', 'forms', 'bond', 'thoughtful', 'surprising', 'sometimes', 'challenging', 'nanny', 'named', 'tully']"
Demolition,"['Comedy', 'Drama']","['emotionally', 'desperate', 'investment', 'banker', 'finds', 'hope', 'woman', 'meets']"
Safety Not Guaranteed,"['Comedy', 'Romance', 'Science Fiction']","['three', 'magazine', 'employees', 'head', 'assignment', 'interview', 'guy', 'placed', 'classified', 'ad', 'seeking', 'companion', 'time', 'travel']"
Sixteen Candles,"['Drama', 'Romance']","['occasion', 'overshadowed', 'sisters', 'upcoming', 'wedding', 'angstridden', 'samantha', 'faces', '16th', 'birthday', 'typical', 'adolescent', 'dread', 'samantha', 'pines', 'studly', 'older', 'boy', 'jake', 'worries', 'chastity', 'turnoff', 'popular', 'senior', 'meanwhile', 'must', 'constantly', 'rebuff', 'affections', 'nerdy', 'ted', 'unfortunately', 'boy', 'school', 'seems', 'take', 'interest']"
The Last Boy Scout,"['Action', 'Thriller']","['girl', 'detective', 'joe', 'hallenback', 'protecting', 'gets', 'murdered', 'boyfriend', 'murdered', 'girl', 'attempts', 'investigate', 'solve', 'case', 'discover', 'deep', 'seated', 'corruption', 'going', 'crooked', 'politician', 'owner', 'pro', 'football', 'team']"
An Unfinished Life,['Drama'],"['stoic', 'heartbroken', 'einar', 'gilkyson', 'quietly', 'lives', 'rugged', 'wyoming', 'ranchlands', 'alongside', 'trusted', 'friend', 'mitch', 'bradley', 'one', 'day', 'woman', 'blames', 'death', 'son', 'arrives', 'door', 'broke', 'desperate', 'granddaughter', 'hes', 'never', 'known', 'even', 'buried', 'anger', 'accusations', 'resurface', 'way', 'opened', 'unexpected', 'connection', 'adventure', 'forgiveness']"
Leave No Trace,['Drama'],"['father', 'daughter', 'live', 'perfect', 'mysterious', 'existence', 'forest', 'park', 'beautiful', 'nature', 'reserve', 'near', 'portland', 'oregon', 'rarely', 'making', 'contact', 'world', 'small', 'mistake', 'tips', 'authorities', 'sent', 'increasingly', 'erratic', 'journey', 'search', 'place', 'call']"
Star Trek Beyond,"['Action', 'Adventure', 'Science Fiction']","['uss', 'enterprise', 'crew', 'explores', 'furthest', 'reaches', 'uncharted', 'space', 'encounter', 'mysterious', 'new', 'enemy', 'puts', 'everything', 'federation', 'stands', 'test']"
Tinker Bell and the Lost Treasure,"['Animation', 'Family', 'Adventure', 'Fantasy']","['blue', 'harvest', 'moon', 'rise', 'allowing', 'fairies', 'use', 'precious', 'moonstone', 'restore', 'pixie', 'dust', 'tree', 'source', 'magic', 'tinker', 'bell', 'accidentally', 'puts', 'pixie', 'hollow', 'jeopardy', 'must', 'venture', 'across', 'sea', 'secret', 'quest', 'set', 'things', 'right']"
Allied,"['Action', 'Drama', 'War', 'Romance', 'Thriller']","['1942', 'intelligence', 'officer', 'north', 'africa', 'encounters', 'female', 'french', 'resistance', 'fighter', 'deadly', 'mission', 'behind', 'enemy', 'lines', 'reunite', 'london', 'relationship', 'tested', 'pressures', 'war']"
Hotel Transylvania 2,"['Animation', 'Comedy', 'Family', 'Fantasy']","['oldoldoldfashioned', 'vampire', 'vlad', 'arrives', 'hotel', 'impromptu', 'family', 'gettogether', 'hotel', 'transylvania', 'collision', 'supernatural', 'oldschool', 'modern', 'day', 'cool']"
The Naked Gun 2½: The Smell of Fear,"['Comedy', 'Crime']","['bumbling', 'lieutenant', 'frank', 'drebin', 'foil', 'big', 'boys', 'energy', 'industry', 'intend', 'suppress', 'technology', 'put', 'business']"
The Power of the Dog,"['Drama', 'Western']","['domineering', 'charismatic', 'rancher', 'wages', 'war', 'intimidation', 'brothers', 'new', 'wife', 'teen', 'son', 'longhidden', 'secrets', 'come', 'light']"
The Book of Eli,"['Action', 'Thriller', 'Science Fiction']","['postapocalyptic', 'tale', 'lone', 'man', 'fights', 'way', 'across', 'america', 'order', 'protect', 'sacred', 'book', 'holds', 'secrets', 'saving', 'humankind']"
Joseph: King of Dreams,"['Family', 'Animation', 'Fantasy']","['animated', 'retelling', 'story', 'bibles', 'book', 'genesis', 'josephs', 'gift', 'dream', 'interpretation', 'brilliantly', 'colored', 'coat', 'inspires', 'jealousy', 'brothers']"
Ashfall,"['Action', 'Adventure', 'Thriller']","['group', 'unlikely', 'heroes', 'across', 'korean', 'peninsula', 'try', 'save', 'day', 'volcano', 'erupts', 'mythical', 'majestic', 'baekdu', 'mountain']"
Annette,"['Drama', 'Romance']","['story', 'henry', 'standup', 'comedian', 'fierce', 'sense', 'humour', 'ann', 'singer', 'international', 'renown', 'spotlight', 'perfect', 'couple', 'healthy', 'happy', 'glamourous', 'birth', 'first', 'child', 'annette', 'mysterious', 'girl', 'exceptional', 'destiny', 'change', 'lives']"
'71,"['Thriller', 'Action', 'Drama', 'War']","['young', 'british', 'soldier', 'must', 'find', 'way', 'back', 'safety', 'unit', 'accidentally', 'abandons', 'riot', 'streets', 'belfast']"
Phenomena,"['Horror', 'Thriller']","['young', 'girl', 'amazing', 'ability', 'communicate', 'insects', 'transferred', 'exclusive', 'swiss', 'boarding', 'school', 'unusual', 'capability', 'might', 'help', 'solve', 'string', 'murders']"
Love Story,"['Romance', 'Drama']","['harvard', 'law', 'student', 'oliver', 'barrett', 'iv', 'music', 'student', 'jennifer', 'cavilleri', 'share', 'chemistry', 'can', 'not', 'deny', 'love', 'can', 'not', 'ignore', 'despite', 'opposite', 'backgrounds', 'young', 'couple', 'put', 'hearts', 'line', 'marry', 'olivers', 'wealthy', 'father', 'threatens', 'disown', 'jenny', 'tries', 'reconcile', 'barrett', 'men', 'avail']"
Twin Dragons,"['Comedy', 'Action']","['twins', 'separated', 'birth', 'end', 'hong', 'kong', 'gangster', 'new', 'york', 'concert', 'pianist', 'pianist', 'travels', 'hong', 'kong', 'concert', 'two', 'inevitably', 'get', 'mistaken']"
Presumed Innocent,"['Mystery', 'Crime', 'Thriller']","['rusty', 'sabich', 'deputy', 'prosecutor', 'engaged', 'obsessive', 'affair', 'coworker', 'murdered', 'soon', 'hes', 'accused', 'crime', 'fight', 'clear', 'name', 'becomes', 'whirlpool', 'lies', 'hidden', 'passions']"
History of the World: Part I,['Comedy'],"['uproarious', 'version', 'history', 'proves', 'nothing', 'sacred', '–', 'even', 'roman', 'empire', 'french', 'revolution', 'spanish', 'inquisition']"
The Bone Collector,"['Drama', 'Mystery', 'Thriller', 'Crime']","['rookie', 'cop', 'amelia', 'donaghy', 'reluctantly', 'teams', 'lincoln', 'rhyme', '–', 'formerly', 'departments', 'top', 'homicide', 'detective', 'paralyzed', 'result', 'spinal', 'injury', '–', 'catch', 'grisly', 'serial', 'killer', 'dubbed', 'bone', 'collector', 'murderers', 'special', 'signature', 'leave', 'tantalizing', 'clues', 'based', 'grim', 'remains', 'crimes']"
Zom 100: Bucket List of the Dead,"['Comedy', 'Horror', 'Action']","['bullied', 'boss', 'worked', 'around', 'clock', 'hes', 'nothing', 'corporate', 'drone', 'takes', 'zombie', 'outbreak', 'finally', 'feel', 'alive']"
Den of Thieves,"['Action', 'Thriller', 'Crime']","['gritty', 'crime', 'saga', 'follows', 'lives', 'elite', 'unit', 'la', 'county', 'sheriffs', 'dept', 'states', 'successful', 'bank', 'robbery', 'crew', 'outlaws', 'plan', 'seemingly', 'impossible', 'heist', 'federal', 'reserve', 'bank']"
District B13,"['Action', 'Thriller', 'Science Fiction']","['set', 'ghettos', 'paris', '2010', 'undercover', 'cop', 'exthug', 'try', 'infiltrate', 'gang', 'order', 'defuse', 'neutron', 'bomb']"
Chicken Run,"['Animation', 'Comedy', 'Family']","['creators', 'wallace', 'gromit', 'bring', 'exciting', 'original', 'story', 'group', 'chickens', 'determined', 'fly', 'coop–even', 'can', '’', 't', 'fly', 'it', '’', 's', 'hardly', 'poultry', 'motion', 'rocky', 'attempts', 'teach', 'ginger', 'feathered', 'friends', 'fly…but', 'teamwork', 'determination', 'little', 'bit', 'o', '’', 'cluck', 'fearless', 'flock', 'plots', 'one', 'last', 'attempt', 'spectacular', 'bid', 'freedom']"
Kodachrome,"['Drama', 'Comedy']","['matt', 'ryder', 'convinced', 'drive', 'estranged', 'dying', 'father', 'benjamin', 'ryder', 'cross', 'country', 'deliver', 'four', 'old', 'rolls', 'kodachrome', 'film', 'last', 'lab', 'world', 'develop', 'shuts', 'good', 'along', 'bens', 'nurse', 'zooey', 'three', 'navigate', 'world', 'changing', 'analogue', 'digital', 'trying', 'put', 'past', 'behind']"
Retribution,"['Thriller', 'Drama']","['carlos', 'banking', 'executive', 'takes', 'two', 'kids', 'school', 'car', 'gets', 'phone', 'call', 'telling', 'bomb', 'seats', 'must', 'gather', 'large', 'amount', 'money', 'otherwise', 'car', 'blow']"
Get Rich or Die Tryin',"['Drama', 'Crime', 'Music']","['tale', 'inner', 'city', 'drug', 'dealer', 'turns', 'away', 'crime', 'pursue', 'passion', 'rap', 'music']"
City of Angels,"['Romance', 'Drama', 'Fantasy']","['guardian', 'angel', 'seth', '–', 'invisibly', 'watches', 'citizens', 'los', 'angeles', '–', 'becomes', 'captivated', 'maggie', 'strongwilled', 'heart', 'surgeon', 'ponders', 'trading', 'pure', 'otherworldly', 'existence', 'mortal', 'life', 'beloved', 'couple', 'embarks', 'tender', 'forbidden', 'romance', 'spanning', 'heaven', 'earth']"
Steve Jobs,"['Drama', 'History']","['set', 'backstage', 'three', 'iconic', 'product', 'launches', 'ending', '1998', 'unveiling', 'imac', 'steve', 'jobs', 'takes', 'us', 'behind', 'scenes', 'digital', 'revolution', 'paint', 'intimate', 'portrait', 'brilliant', 'man', 'epicenter']"
Resident Evil: Degeneration,"['Animation', 'Horror', 'Action', 'Science Fiction']","['leon', 'kennedy', 'claire', 'redfield', 'must', 'battle', 'rogue', 'warrior', 'seeking', 'revenge', 'unleashing', 'deadly', 'gvirus', 'whilst', 'mutated', 'monster', 'goes', 'rampage']"
Uncle Buck,"['Comedy', 'Drama', 'Family']","['buck', 'russell', 'lovable', 'slovenly', 'bachelor', 'suddenly', 'becomes', 'temporary', 'caretaker', 'nephew', 'nieces', 'family', 'emergency', 'freewheeling', 'attitude', 'soon', 'causes', 'tension', 'older', 'niece', 'tia', 'loyal', 'girlfriend', 'chanice', 'everyone', 'else', 'crosses', 'path']"
One Shot,['Action'],"['elite', 'squad', 'navy', 'seals', 'covert', 'mission', 'transport', 'prisoner', 'cia', 'black', 'site', 'island', 'prison', 'trapped', 'insurgents', 'attack', 'trying', 'rescue', 'prisoner']"
Bad Tales,['Drama'],"['small', 'suburb', 'outskirts', 'rome', 'cheerful', 'heat', 'summer', 'camouflages', 'stifling', 'atmosphere', 'alienation', 'distance', 'families', 'seem', 'normal', 'it', '’', 's', 'illusion', 'houses', 'courtyards', 'gardens', 'silence', 'shrouds', 'subtle', 'sadism', 'fathers', 'passivity', 'mothers', 'guilty', 'indifference', 'adults', 'it', '’', 's', 'desperation', 'repressed', 'rage', 'children', 'explode', 'cut', 'grotesque', 'façade', 'devastating', 'consequences', 'entire', 'community']"
Freaks,"['Science Fiction', 'Thriller', 'Drama', 'Mystery']","['kept', 'locked', 'inside', 'house', 'father', '7yearold', 'chloe', 'lives', 'fear', 'fascination', 'outside', 'world', 'abnormals', 'create', 'constant', 'threat—or', 'believes', 'mysterious', 'stranger', 'offers', 'glimpse', 'whats', 'really', 'happening', 'outside', 'chloe', 'soon', 'finds', 'truth', 'isnt', 'simple', 'danger', 'real']"
Antiporno,"['Drama', 'Mystery']","['young', 'artist', 'kyoko', 'wreaks', 'havoc', 'everyone', 'encounters', 'japans', 'oldest', 'major', 'movie', 'studio', 'asks', 'batch', 'venerable', 'filmmakers', 'revive', 'highbrow', 'softcore', 'roman', 'porno', 'series']"
Christine,['Drama'],"['1970s', 'television', 'reporter', 'christine', 'chubbuck', 'struggles', 'depression', 'professional', 'frustrations', 'tries', 'advance', 'career']"
Twitches Too,"['Drama', 'Family', 'Fantasy', 'TV Movie']","['reunited', 'witch', 'twins', 'camryn', 'alex', 'adjust', 'new', 'life', 'supernatural', 'beings', 'time', 'trying', 'maintain', 'normal', 'existence', 'sequel', 'magical', 'disney', 'channel', 'original', 'movie', 'twitches', 'soon', 'find', 'going', 'head', 'head', 'forces', 'darkness', 'threaten', 'destroy', 'world', 'luckily', 'birth', 'mother', 'powerful', 'miranda', 'hand', 'help']"
Riding in Cars with Boys,"['Comedy', 'Drama', 'Romance']","['1965', 'young', 'woman', 'dreams', 'becoming', 'writer', 'son', 'age', '15', 'struggles', 'make', 'things', 'work', 'drugaddicted', 'father']"
Heaven's Gate,"['Drama', 'Western', 'Romance']","['harvard', 'graduate', 'james', 'averill', 'sheriff', 'prosperous', 'jackson', 'county', 'wyo', 'battle', 'erupts', 'areas', 'povertystricken', 'immigrants', 'wealthy', 'cattle', 'farmers', 'politically', 'connected', 'ranch', 'owners', 'fight', 'immigrants', 'help', 'nathan', 'champion', 'mercenary', 'competing', 'averill', 'love', 'local', 'madam', 'ella', 'watson', 'struggle', 'escalates', 'averill', 'champion', 'begin', 'question', 'decisions']"
French Connection II,"['Action', 'Crime', 'Drama', 'Thriller']","['popeye', 'doyle', 'travels', 'marseilles', 'find', 'alain', 'charnier', 'drug', 'smuggler', 'eluded', 'new', 'york']"
Emily the Criminal,"['Crime', 'Drama', 'Thriller']","['desperate', 'income', 'emily', 'takes', 'shady', 'gig', 'buying', 'goods', 'stolen', 'credit', 'cards', 'supplied', 'charismatic', 'middleman', 'named', 'youcef', 'seduced', 'quick', 'cash', 'illicit', 'thrills', 'hatch', 'plan', 'take', 'business', 'next', 'level']"
Official Competition,"['Comedy', 'Drama']","['billionaire', 'entrepreneur', 'impulsively', 'decides', 'create', 'iconic', 'movie', 'demands', 'best', 'renowned', 'filmmaker', 'lola', 'cuevas', 'recruited', 'mastermind', 'ambitious', 'endeavour', 'completing', 'allstar', 'team', 'two', 'actors', 'massive', 'talent', 'even', 'bigger', 'egos', 'hollywood', 'heartthrob', 'félix', 'rivero', 'radical', 'theatre', 'actor', 'iván', 'torres', 'legends', 'exactly', 'best', 'friends', 'series', 'increasingly', 'eccentric', 'trials', 'set', 'lola', 'félix', 'iván', 'must', 'confront', 'also', 'legacies', 'left', 'cameras', 'finally', 'start', 'rolling']"
Battle of the Sexes,"['Comedy', 'Drama', 'History']","['true', 'story', '1973', 'tennis', 'match', 'world', 'number', 'one', 'billie', 'jean', 'king', 'exchamp', 'serial', 'hustler', 'bobby', 'riggs']"
Chappie,"['Crime', 'Action', 'Science Fiction']","['every', 'child', 'comes', 'world', 'full', 'promise', 'none', 'chappie', 'gifted', 'special', 'prodigy', 'like', 'child', 'chappie', 'come', 'influence', 'surroundings—some', 'good', 'bad—and', 'rely', 'heart', 'soul', 'find', 'way', 'world', 'become', 'man', 'theres', 'one', 'thing', 'makes', 'chappie', 'different', 'one', 'else', 'robot']"
The Misfits Club,"['Romance', 'Drama', 'Fantasy', 'Comedy']","['valeria', 'moved', 'madrid', 'parents', 'separation', 'first', 'seems', 'bad', 'start', 'new', 'life', 'becomes', 'beginning', 'amazing', 'life', 'experience', 'new', 'friendships', 'city', 'full', 'possibilities', 'first', 'love']"
Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']","['christmas', 'santa', 'vast', 'army', 'highly', 'trained', 'elves', 'produce', 'gifts', 'distribute', 'around', 'world', 'one', 'night', 'however', 'one', '600', 'million', 'children', 'receive', 'gift', 'santa', 'christmas', 'eve', 'missed', 'deemed', '‘', 'acceptable', '’', 'one—arthur', 'arthur', 'claus', 'santa', '’', 's', 'misfit', 'son', 'executes', 'unauthorised', 'rookie', 'mission', 'get', 'last', 'present', 'half', 'way', 'around', 'globe', 'dawn', 'christmas', 'morning']"
Avengement,"['Crime', 'Action']","['prison', 'furlough', 'lowly', 'criminal', 'evades', 'guards', 'returns', 'old', 'stomping', 'ground', 'take', 'revenge', 'people', 'turned', 'cold', 'blooded', 'killer']"
The Square,['Drama'],"['prestigious', 'stockholm', 'museums', 'chief', 'art', 'curator', 'finds', 'times', 'professional', 'personal', 'crisis', 'attempts', 'set', 'controversial', 'new', 'exhibit']"
Metro,"['Action', 'Thriller']","['terror', 'strikes', 'underground', 'train', 'system', 'moscow', 'form', 'flood', 'collapsed', 'tunnel', 'film', 'follows', 'diverse', 'group', 'moscow', 'citizens', 'find', 'trapped', 'city', '’', 's', 'underground', 'rail', 'network', 'train', 'derailed', 'virtually', 'crushed', 'aging', 'tunnel', 'collapses', 'amongst', 'band', 'survivors', 'softly', 'spoken', 'surgeon', 'andrey', 'sergei', 'puskepalis', 'whose', 'wife', 'affair', 'conceited', 'businessman', 'vlad', 'anatoly', 'beliy', 'fate', 'brings', 'two', 'men', 'together', 'doomed', 'train', 'little', 'time', 'resolve', 'differences', 'tunnel', 'begins', 'quickly', 'fill', 'water', 'forcing', 'work', 'together', 'others', 'find', 'way', 'back', 'surface']"
Kingsglaive: Final Fantasy XV,"['Animation', 'Science Fiction', 'Action']","['magical', 'kingdom', 'lucis', 'home', 'world', '’', 's', 'last', 'remaining', 'crystal', 'menacing', 'empire', 'niflheim', 'determined', 'steal', 'king', 'regis', 'lucis', 'commands', 'elite', 'force', 'soldiers', 'called', 'kingsglaive', 'wielding', 'king', '’', 's', 'magic', 'fight', 'protect', 'lucis', 'overwhelming', 'military', 'might', 'empire', 'bears', 'king', 'regis', 'faced', 'impossible', 'ultimatum', '–', 'marry', 'son', 'prince', 'noctis', 'princess', 'lunafreya', 'tenebrae', 'captive', 'niflheim', 'surrender', 'lands', 'niflheim', 'rule', 'although', 'king', 'concedes', 'becomes', 'clear', 'empire', 'stop', 'nothing', 'achieve', 'devious', 'goals', 'kingsglaive', 'standing', 'world', 'domination']"
Appleseed Alpha,"['Animation', 'Science Fiction', 'Action']","['based', 'comic', 'book', 'creator', 'ghost', 'shell', 'young', 'female', 'soldier', 'deunan', 'cyborg', 'partner', 'briareos', 'survive', 'post', 'world', 'war', '3', 'apocalyptic', 'new', 'york', 'search', 'humans', 'future', 'hope', 'legendary', 'city', 'olympus']"
The Drop,"['Drama', 'Crime']","['bob', 'saginowski', 'finds', 'center', 'robbery', 'gone', 'awry', 'entwined', 'investigation', 'digs', 'deep', 'neighborhoods', 'past', 'friends', 'families', 'foes', 'work', 'together', 'make', 'living', 'matter', 'cost']"
Oedipus Rex,['Drama'],"['prewar', 'italy', 'young', 'couple', 'baby', 'boy', 'father', 'however', 'jealous', 'son', 'scene', 'moves', 'antiquity', 'baby', 'taken', 'desert', 'killed', 'rescued', 'given', 'name', 'edipo', 'oedipus', 'brought', 'king', 'queen', 'corinth', 'son', 'one', 'day', 'oracle', 'informs', 'edipo', 'destined', 'kill', 'father', 'marry', 'mother', 'horrified', 'flees', 'corinth', 'supposed', 'parents', 'get', 'fight', 'kill', 'older', 'man', 'road…']"
Let Me In,"['Drama', 'Horror', 'Mystery']","['bullied', 'young', 'boy', 'befriends', 'young', 'female', 'vampire', 'lives', 'secrecy', 'guardian', 'remake', 'movie', '“', 'let', 'right', 'one', 'in', '”', 'adaptation', 'book']"
The Girl in the Fog,"['Mystery', 'Thriller', 'Crime']","['gripping', 'chilling', 'thriller', 'brings', 'us', 'hazy', 'mountain', 'village', 'enigmatic', 'detective', 'investigating', 'sudden', 'disappearance', 'fifteenyearold', 'girl']"
The Man Who Killed Don Quixote,"['Adventure', 'Comedy']","['toby', 'cynical', 'film', 'director', 'finds', 'trapped', 'outrageous', 'delusions', 'old', 'spanish', 'shoemaker', 'believes', 'quixote', 'course', 'comic', 'increasingly', 'surreal', 'adventures', 'toby', 'forced', 'confront', 'tragic', 'repercussions', 'film', 'made', 'idealistic', 'youth']"
I'm for the Hippopotamus,"['Action', 'Adventure', 'Comedy']","['africa', 'slim', 'tom', 'dont', 'like', 'german', 'tyrant', 'starts', 'selling', 'african', 'wildlife', 'canadian', 'zoos', 'slim', 'tom', 'must', 'teach', 'guy', 'lesson', 'beating', 'hell', 'gang']"
The Family Man,"['Comedy', 'Drama', 'Romance', 'Fantasy']","['jacks', 'lavish', 'fastpaced', 'lifestyle', 'changes', 'one', 'christmas', 'night', 'stumbles', 'grocery', 'store', 'holdup', 'disarms', 'gunman', 'next', 'morning', 'wakes', 'bed', 'lying', 'next', 'kate', 'college', 'sweetheart', 'left', 'order', 'pursue', 'career', 'horrifying', 'discovery', 'former', 'life', 'longer', 'exists', 'stumbles', 'alternate', 'suburban', 'universe', 'jack', 'finds', 'crossroad', 'must', 'choose', 'highpower', 'career', 'woman', 'loves']"
Cobweb,['Horror'],"['eight', 'year', 'old', 'peter', 'plagued', 'mysterious', 'constant', 'tapping', 'inside', 'bedroom', 'wall—one', 'parents', 'insist', 'imagination', 'peters', 'fear', 'intensifies', 'believes', 'parents', 'could', 'hiding', 'terrible', 'dangerous', 'secret', 'questions', 'trustworthiness']"
99 Homes,['Drama'],"['family', 'evicted', 'home', 'proud', 'desperate', 'construction', 'worker', 'dennis', 'nash', 'tries', 'win', 'home', 'back', 'striking', 'deal', 'devil', 'working', 'rick', 'carver', 'corrupt', 'real', 'estate', 'broker', 'evicted']"
We Bought a Zoo,"['Drama', 'Comedy', 'Family']","['benjamin', 'lost', 'wife', 'bid', 'start', 'life', 'purchases', 'large', 'house', 'zoo', '–', 'welcome', 'news', 'daughter', 'son', 'happy', 'zoo', 'need', 'renovation', 'benjamin', 'sets', 'work', 'head', 'keeper', 'rest', 'staff', 'zoo', 'soon', 'runs', 'financial', 'trouble']"
The Wedding Singer,"['Romance', 'Comedy']","['robbie', 'local', 'rock', 'star', 'turned', 'wedding', 'singer', 'dumped', 'day', 'wedding', 'meanwhile', 'waitress', 'julia', 'finally', 'sets', 'wedding', 'date', 'fiancée', 'glenn', 'julia', 'robbie', 'meet', 'hit', 'find', 'things', 'complicated', 'anybody', 'thought']"
Marvel One-Shot: All Hail the King,"['Action', 'Comedy', 'Fantasy']","['documentary', 'filmmaker', 'interviews', 'nowfamous', 'trevor', 'slattery', 'behind', 'bars']"
Underdogs,"['Animation', 'Adventure', 'Romance']","['small', 'village', 'amadeo', 'lives', 'one', 'good', 'enough', 'challenge', 'skills', 'table', 'football', 'amadeo', 'may', 'genius', 'table', 'football', 'player', 'real', 'life', 'hes', 'loser', 'hes', 'love', 'lara', 'childhood', 'friend', 'hes', 'shy', 'cant', 'bring', 'confess', 'love', 'hangs', 'quaint', 'timeless', 'village', 'amadeo', 'beats', 'village', 'bully', 'flash', 'table', 'football', 'scene', 'set', 'epic', 'rivalry', 'consumed', 'anger', 'flash', 'vows', 'get', 'even', '10', 'years', 'later', 'returns', 'international', 'superstar', 'football', 'icon', 'galatico', 'determined', 'wreak', 'revenge']"
Hannibal,"['Crime', 'Drama', 'Thriller']","['successfully', 'eluded', 'authorities', 'years', 'hannibal', 'peacefully', 'lives', 'italy', 'disguise', 'art', 'scholar', 'trouble', 'strikes', 'hes', 'discovered', 'leaving', 'deserving', 'dead', 'process', 'returns', 'america', 'make', 'contact', 'disgraced', 'agent', 'clarice', 'starling', 'suffering', 'wrath', 'malicious', 'fbi', 'rival', 'well', 'media']"
Chasing Amy,"['Comedy', 'Drama', 'Romance']","['holden', 'banky', 'comic', 'book', 'artists', 'everything', 'going', 'good', 'meet', 'alyssa', 'also', 'comic', 'book', 'artist', 'holden', 'falls', 'hopes', 'crushed', 'finds', 'shes', 'lesbian']"
Black and Blue,"['Action', 'Crime', 'Drama', 'Thriller']","['rookie', 'cop', 'inadvertently', 'captures', 'murder', 'young', 'drug', 'dealer', 'body', 'cam', 'realizing', 'murder', 'committed', 'corrupt', 'cops', 'teams', 'one', 'person', 'community', 'willing', 'help', 'tries', 'escape', 'criminals', 'revenge', 'police', 'desperate', 'destroy', 'incriminating', 'footage']"
Black Mirror: Bandersnatch,"['Science Fiction', 'Mystery', 'Drama', 'Thriller', 'TV Movie']","['1984', 'young', 'programmer', 'begins', 'question', 'reality', 'adapts', 'dark', 'fantasy', 'novel', 'video', 'game', 'mindbending', 'tale', 'multiple', 'endings']"
